,review_rating,review_posted_date,review_text,review_author
1112,5.0 ,10 Apr 2013,"I am extremely hesitant to purchase a product that does not conform to the unabridged dictionary's spelling of ""crystal."" What will happen if I use these devices and they continually misspell words on my term papers? Will Bic be intervening with my professors to try and rectify my poor marks? On the other hand, perhaps we should ask the police department to only use these pens! If the officers using these pens, write out our speeding tickets use them and misspell our names on the citation, we can point this out to the magistrate and tell the Honor, ""This is a grave error, that is not my name, therefore the person alleged to have committed this heinous crime of driving 4.5 miles over the speed limit does not exist. Please dismiss the charges your Honor, the court has no jurisdiction over a person who does not exist.""",Patricia A. Higgins
1113,4.0 ,11 Sep 2013,"These pens are so cute! An they automatically dot all of your ""i""s with adorable hearts! It saves me so much work!",Nikki
1114,4.0 ,05 Oct 2013,"These pens are very nice. At first glance one might think they are dull stick pens, but truly they have a nice personality and a great sense of humor. One thing concerns me, though: the inclusion of the blue pen. Am I being too fussy? Maybe I am. But that blue pen is causing me to ask some uncomfortable questions about myself.",Christina Martin
1115,5.0 ,08 Feb 2013,"This pen was fantastic in the sleek tender way only Bic knows how to be.  But as soon as I slipped up and let it know I was of the male gender, it all of a sudden became all psycho and wouldnt let me write with it any more, and tried to repeatedly stab me in the neck, eyes, and butt.  So I gave it 5 stars as a fantastic self defense tool for woman as well as a wonderful pen (if you're a woman).",Kevins
1116,2.0 ,15 Sep 2012,"I was sure when I got my new Bic for Her pens in the pretty colors that it would improve my handwriting.  Surely such a lovely feminine writing implement could only produce the prettiest scrolls and curliques.  Alas, not even a heart over the I's.",tangletale
1117,4.0 ,21 Apr 2013,"This pen has changed my life.  I don't want to know what it's like to be without them.  The other day someone walked buy,  and my co workers couldn't really tell If it was male or female...  Then we saw the pen cleared up many questions...",Amazon Customer
1118,5.0 ,28 Aug 2012,"My wife uses these when she takes my order when she makes me a sandwich, it is great.  She find them very helpful.",Z. Edwardson
1119,1.0 ,12 Apr 2013,"So you've made a pen for women, but couldn't go to the trouble to design a female version of the little Bic character on the package?  This makes me question how much research and development went into the pen itself.  Based on the colors, and the way you've spelled ""Cristal,"" I'm tempted to believe that a product development guy thought up the idea while buying really cheap nail polish at Walgreen's before his daring night out at a drag club.  What you've made here is not a pen for women, but a pen for My Little Ponies...only they can't write, because they lack opposable thumbs..  Your best bet is to hand the lot of them out to schools in countries that discourage or prohibit girls from attending.  Because the boys won't go either (upon seeing these pens) and the girls will be on a level footing with them, and be running those countries before you know it.  Now how nice would THAT look on your corporate charitable contributions statement?  ""Established equality and democracy for hundreds of millions of people.  Nice...",Crafty is as Crafty does
1120,1.0 ,19 Apr 2013,"This pen is alright, but I'm in my fifties...I'm waiting for the menopause model to come out with a mini-fan attached to it. WTF IS WRONG WITH YOU BIC!!!!!!!??????????",PJ89
1121,5.0 ,20 Jul 2013,"When I'm at the club making it rain and all the shawty there want my digits, I pull out this pen and show my sensitive side.",2_good
1122,3.0 ,01 Sep 2012,"Unless this pen stops cramps, bloating, mood swings and/or hot flashes, it has no business being labeled a ""womens' pen."".",AnneM
1123,1.0 ,28 Aug 2012,"Bought these pens, thinking they would be easy to use with my feminine hands, only to find that they were the worst pens I'd ever used.",Shan
1124,1.0 ,12 Apr 2013,As an older woman Steampunk afficianado I give this pen a thumbs down. I did not realize how deprived I was until BIC told me I did not have the correct pen. Finally I can leave the stone age and write. Can someone send me a youtube link on how to write?,R. MacLaren
1125,4.0 ,18 Oct 2012,I bought this product after extensive research and with high hopes.  I was not disappointed.,Leendawg
1126,4.0 ,09 Nov 2014,"I simply must have these pens.  I'm terrible at math and I'm sure these will help.  Trying to adjust a recipe from serves four to serves two is just too trying for my little mind.  But Walgreens and Food Lion don't have them and hubs only let's me shop at those two stores.  I would write them a letter and ask them to stock these pens, but I'm not sure I can make myself understood with a regular pen. ;(",G. Whitt
1127,1.0 ,01 Sep 2012,"I tried these, and they leaked estrogen all over my artwork. Men should get the Bic For Him pens which come in black, blacker, and blackest ink.",R. Ruelle
1128,5.0 ,12 Apr 2013,I love that these pens come in lady colors! Now I don't accidentally pick up my husband's pens when I'm making my grocery list. Man pens make writing lady things so cumbersome!,Sarah
1129,1.0 ,01 Feb 2013,Why BIC? Why do you come up with such an amazing idea in such horrible colors? Seriously? None of the colors in the set matches my nail polish. I am returning the product today and I expect a full refund.,pato
1130,5.0 ,12 Apr 2013,"I just knew I was missing something in my life. I'm not married, I don't have a man to call my own. No one to cook for or clean up after, no one to be available for every time he comes home from a hard day at work. I always believed it was my tendency to speak before being spoken to, or my habit of thinking on my own. I know better, now. I've been using the wrong pen.",NatiGirl
1131,1.0 ,19 Jan 2014,"I was SO excited when I finally got my For Her pens (in my favorite gendered colors, no less). However, after using these pens to express my thoughts, my boyfriend broke up with me. He said that writing was a way to knowledge, and he wasn't happy about that. Ladies, do NOT purchase these pens if you want to keep your man! These pens are just too progressive for me.",Katie Montgomery
1132,2.0 ,29 Aug 2012,"I adore trying out new products, when I'm not improving myself by viewing daytime television. However, can you imagine my horror when my latest discovery failed...and in front of everyone in my Wednesday Morning Koffee Klatch!",Dingo27
1133,1.0 ,23 Sep 2012,"At first I was very happy using these lovely colored pens for my most feminine projects. As others have mentioned, they are excellent for writing grocery lists, cataloging recipes, keeping track of your menstrual cycle, etc. However, I have two young sons, one of whom loves to draw. He got a hold of the pink pen last week and started drawing princesses, unicorns and rainbows, RAINBOWS! I assured you, before he held that pen, he only drew trains, construction vehicles and and guns.",esparkhu
1134,4.0 ,31 Aug 2012,"Oh, my heavens! How was I to know that I had been using a boy-pen all these years? THAT'S why my husband finally left me after eying me askance for so long!",Julianne Cognito
1135,5.0 ,24 Mar 2015,"Where do I begin? This isn't just a pen, it's a tool, an instrument one could say. When I'm at work doing loans for customers I don't hesitate to pull out my bic for her pen to jot down some notes. It makes note taking fun and cute! My customers do give me a strange look though when I start drawing hearts on the i's and over dramatically start drawing lines, but oh well bic for her is the tool for me.",Max Theriault
1136,1.0 ,29 Aug 2012,Didn't even know I needed them until the soft grip sent a tantalizing rush of estrogen through my body. Thanks Bic! These pens are the breast.,Jenson
