,index,Unnamed: 0,review_rating,review_posted_date,review_text,review_author
4868,2128,2128,5.0,07 Jan 2013,"Rarely in life can anything capture that feeling of first love.  Perhaps a perfect sunset over the Pacific, a calm breeze through an Aspen forest, or finding a twenty dollar bill.  Or just maybe you can still find it in the feel of slicing a banana in one fell swoop, knife-less mind you, with the magical Hutzler 571 Banana Slicer.  It doesn't just work well, it's transports you to another place where kitchen utensils are shaped like the food item they're supposed to be applied to.  No more confusing melon-ballers (too small for entire melon) or garlic-presses (too small for whole garlic!?) - just simple, exact sized, food shaped and colored utensils like the Hutzler that will make you love cooking again.  Also makes a wonderful Anniversary gift.",D. Hirschmann
4869,2129,2129,2.0,04 Jan 2013,"Does anybody have information about the law firm handling the class action addressing liability for consumer issues with backwards-curving bananas? I heard something about some claims arising from alleged false advertising / misrepresentation of the Hutzler 571's ability to sufficiently slice both left-to-right AND right-to-left curving bananas. If you have a link, please share it here. We, as consumers, must stand together.",Richard W. Thackeray Jr.
4870,2130,2130,1.0,16 May 2013,ten years practicing zen meditation. TEN YEARS training in the hills with an old zen master. then this thing comes out. banana slicer? it's a koan that cannot be beaten.,
4871,2131,2131,5.0,28 Nov 2012,"Much better than the 541A. I'm glad they finally got R&D to step up to the plate and improve what I already thought was the best invention ever. Someone really had their nose to the grindstone working out the bugs and making the latest version of this kitchen ""must have"" spectacular.",Jill T.
4872,2132,2132,5.0,29 Dec 2012,"I find a new use for my Huzler 571 Banana Slicer each day. Today I created a new spiky hair do that I really think will catch on.  Sometimes in restaurants, I fan myself mysteriously with it just like Christina in The Voice. Christina and I really think this will catch on. This year everyone on my Christmas list got a decorated one. My lighted palm tree of revolving Hutzler ornaments dazzled my neighbors. I could tell from their eyes. In this new year, I will carry plastic banana slicers in my purse and just hand them out wherever I go. My jewelry line with these beauties already sells as fast as I can create!  I have found my path to personal wealth and it is Hutzler!  Tomorrow I will use it to get a tattoo and use the slicer as inspiration and template to begin guerrilla street painting buildings like Banksy. It's hard to fall asleep at night, dreaming of all I can do with my beautiful banana slicer!",Painterley
4873,2133,2133,5.0,01 Feb 2013,"I used to be called a klutz, a shlemiel, the knife was so big and the target was so small, on more than once occasion...well lets just say that errors were made.  Then I recieved this from a friend for Hanukkah, and to be honest I thought ""OY VEY! what schlock"" but then I saw it, with minor alteration it was perfect for me, and now no more accidents, every one is happy. Mazel Tov Hutzler 571, I have now purchased 10 of these and my slicing schedule is full for the next 6 months. Whoever made this is a mensch",The Kents
4874,2134,2134,3.0,26 Jan 2015,"Who has time to slice their own bananas, what with cat videos on the internet to watch? Not me. So I swallowed this, and now I can swallow my bananas whole. My only problem is that I can't really tell if it is working or not. Well, that, and the vomiting blood. So I guess that is two problems.",Roger Labbe
4875,2135,2135,5.0,06 Jan 2013,"I found one of these on sale locally for 25-cents - closeout. Seriously, it does work well to slice a banana, assuming you peel it first, to refer to another review here. The problem is that it's difficult to clean. Banana doesn't rinse off well, so you must use some sort of a brush to clean it. But it slices bananas well, as advertised. I find myself using it for a strainer, in lieu of a cocktail strainer. Generally I use larger ice cubes when mixing a cocktail, and this strains them out nicely, and pours out faster than the cocktail strainer. Works particularly well for a classic daiquiri or a martini.",Chris Chringle
4876,2136,2136,5.0,18 Dec 2012,"I can no longer hold a knife due to a tragic fan accident (more on that later), so discovering this little piece of injection molded ecstasy has redeemed my otherwise joyless and indoor breeze-free existence.",Ethan L Butler
4877,2137,2137,1.0,24 Jan 2014,"I recently contacted the BBB to make a ""truth-in-advertising"" complaint against this company. Their description clearly states, ""Kid's love slicing bananas."" So as Christmas was approaching, I wavered between buying a new bike, or this banana slicer for my 9-year old daughter. She always talks about how she ""likes"" riding bikes, but I was certain she would ""love"" slicing banana's, based on Hutzler's claim of course. Christmas morning came, and as I watched her tear away the wrapping paper I expected nothing less than wide-eyed amazement. ""This is Santa's big gift for you!"" I reminded her.  Needless to say, I was sorely disappointed by her tearful reaction. I think it's fair to say, Hutzler ruined my Christmas!",Tanner
4878,2138,2138,3.0,18 Dec 2012,"I got this product last month and find it's easiest to use if you throw the banana into the air and swing the slicer through it, catching the slices as they fall.  If you don't like the larger banana slices though, a tennis racket works just as well and makes nifty little banana cubes.",PacNWgrrl
4879,2139,2139,5.0,05 Jan 2013,"I didn't understand what they were talking about when they said ""peel the banana"", or ""slice the banana"". I had no idea that there were alternative uses for the banana, such as eating one. Now, thanks to 571B, I can join in this alternative, banana-eating lifestyle. I not only feel naughty, but liberated at the same time!",kikitaylor
4880,2140,2140,1.0,02 Feb 2013,"I am nothing short of appalled at the unbridled enthusiasm I see in the reviews here. For tens of thousands of years, man has been slicing his bananas one slice at a time as nature - nay, as God Himself - intended! This has been the natural order of things. Now, without the slightest hesitation, the clearly unethical scientists at the Hutzler Corporation gleefully developed and constructed this monstrosity without any consideration in regards to its effect on humanity. Are we supposed to simply ignore progressive evolution in favor of artificially advancing banana slicing technology ten thousand years in the space of just two or three? Were the ramifications discussed or even given a second thought? This can only end badly for humanity. Mark my words. When the Cyborg/Replicant/Cylon race we have created rises up and enslaves us; when Hutzlernet goes online and becomes self aware, sending the Hutzler T-1000 back through time to assassinate the leader of the future human resistance, and our only hope is Michael Biehn, or worse, Edward Furlong and possibly Clare Daines. You will look up and shout ""save us!"" And I will look down at you and whisper ""banana"".",G
4881,2141,2141,5.0,05 Apr 2013,This product works great for your standard sized bananas but I prefer plantains myself. Hoping that they soon come out with the plantain slicer so I can enjoy my plantains with ease,SonjaBrowser
