,0
640,"La cassa risulta di piccole dimensione (lunga appena una spanna) ma è in grado di produrre diversi dB di potenza audio: in luoghi chiusi o senza grandi disturbi difficilmente si utilizzerà più di metà della potenza totale. Allego un video in cui si può sentire la potenza audio della cassa, a partire da 0 fino al massimo. La cassa è costruita bene, i materiali sono buoni ed è certificata come impermeabile a polvere e acqua (IPX7). La qualità audio è molto buona: alti e medi sono cristallini e distinti, i bassi suonano bene ma distorcono un pò quando la cassa suona al massimo volume. Credo che il rapporto qualità-prezzo di queste cassa sia grandioso e con poco meno di 100€ permette di portarsi a casa una cassa di grande qualità. JBL affidabile come sempre!"
641,"Me, and even my friend have experienced an issue with this speaker that consists is: playing something (especially from the computer, in my case iMac 2018) and then the speaker will begin to stop itself, then playing music at a higher playback speed and then it slows down and then stop and does a repeated clicking sound. I experience this only when I pair it to my computer and not my iPhone. With my iPhone happens rarely, and I simply restart the speaker. Contacted the customer service several times but been told it’s Apple’s issue.. . . . . Sound quality is ok, but compared to the FLIP 4 the sound feels less “360°” (and kinda less louder, too), and then I found out the reason is that instead of installing 2 internal speakers in the FLIP 5, the have installed only 1 (slightly bigger). The plates on the sides of the speaker, are made of a silicone feel, plastic. Compared to the glass like in the FLIP 4, to me that’s another minus. So in my opinion FLIP 4 connects better, sound better, and looks better. FLIP 5 is a speaker made for partying in pools, FLIP 4 is made for something less casual and risky."
642,"Excellent audio quality. I was sceptical at first as to whether the 5 would be worth it, however, after testing it out this morning, I'm very happy that I went with this model. That said, I'm sure it's not without fault, I'm aware you can't link it up with the older models or use it as a power bank, but ultimately, that's fine with me."
643,"No option for receiving phone calls, no auxiliary input, mono speaker !! Flip 4 had it all .. JBL is going backwards, also no Bluetooth 5.0 in 2019 .. can't connect also old JBL speakers with connect app .. please don't buy this speaker as you won't be able to return this also"
644,"Great speaker sound-wise and everything else about it bar the battery. Like it’s really good. Now that you know it’s good, the battery life is pretty bad for the price of it. It loses charge fairly quickly while using it constantly. Would do fine for using the odd time or brining on a picnic etc. If you wanted to use it for an extended period of time, you’ll definitely need to keep it plugged in. It loses battery in maybe 4-6 hours at a guess. I have a fairly cheap Anker Soundcore one that lasts waaay longer."
645,an amazing speaker. excellent sound quality with great bass which is not too overpowering hence the music is crisp and does not sound muffled but with enough punch and warmth. I had earlier bought the bose revolve plus which is two and a half times the cost of this speaker but returned it . This speaker is I would say better. An excellent product which sounds better than speakers more than twice as expensive as this one.
646,"THIS IS A XMAS PRESENT WAS VERY PLEASED WITH THE QUICK DELIVERY. ON OPENING THE BOX WAS VERY DISSAPOINTED THAT THE CHARGER CABLE, HAS NO PLUG SO I WILL HAVE TO GO AND BUY ONE. ONE UNHAPPY CHILD IF THEY OPENED THIS AT XMAS AND COULD NOT RECHARGE. REGARDS ELAINE"
647,"Took 6 days for my speaker to arrive but it's worth the wait! As this is my first JBL speaker, I have to say I am quite impress with the sound quality that it delivers. I was using a Bose Soundlink speaker and I dare say this JBL speaker is nearly as good as my Bose! I'd definitely recommend this speaker to my friends! All in all, I'm very satisfied with my purchase!"
648,"Optant pour une disposition des hauts qparleurs sur l’horizontal à l’inverse du méga boom dont les hauts parleurs sont placés sur la verticale, la charge 3 offre des basses inégalables dans sa taille avec un son puissant, manquant cependant de largeur et de rayonnement stéréophonique comparé au mega boom. Dotée d’une batterie de 6000 mah et d’un port usb power bank, la charge 3 bénéficie d’une autonomie redoutable. Offrant un son équilibré et profond, la charge 3 se distingue aisément en matiÈre d’écoute radiophonique pour laquelle l’enceinte offre un rendu de qualité meilleure par rapport à la mega boom. Au demeurant, l’enceinte est robuste et dispose de touches physiques pour l’ensemble des commandes (volume, bluetooth, avancement des pistes, main libre etc-, ce qui apporte à l’enceinte une ergonomie salutaire et une aisance d’utilisation, contrairement à la méga boom dont les commandes par tapes présentent certaines lacunes et difficulté de fonctionnement à l’instar de toute commande tactile. Par ailleurs, la charge 3 excelle en matiÈre de basse, univers dans lequel elle trône de maniÈre incontestable et incontesté. L’application Jbl connect permet de connecter plusieurs enceintes. Cependant le point faible de la charge 3 est le son étroit qu’elle présente par rapport au mega boom et l’absence d’un vrai son à 360 degrés comme le constructeur l’a annoncé. Enfin, une autre faiblesse vient limiter la charge 3, faiblesse qui réside dans la latence de cette enceinte, ce qui cause une réelle gêne en matiÈre de streaming. De même, une autre faiblesse, placée sur la verticale, la charge 3 offre un son très limité et mono, position dans laquelle l’enceinte n’est utile que lorsqu’elle est couplée à une autre charge 3 via l’application Jbl connect. De plus cette dernière application est sommaire et mérite d’être développée afin d’offrir d’autres possibilités comme un égaliseur de son et la possibilité d’allumer et d’éteindre l’enceinte à partir du smartphone à l’instar de l’application Mega boom. Toutefois, grâce à la qualité de ses basses et celle de sa construction et de l’équilibre de son rendu sonore à bas volume, la charge 3 demeure une enceinte distinguée qui a largement sa place parmi les grands. J’espÈre que mon commentaire vous a té utile."
649,"Nous étions parti sur un modèle + petit et moins cher. Mais à 112€ pendant les soldes (en turquoise uniquement), nous avons craqué pour celle-là. Au final, pas de regret! Le son est bien équilibré à tel point qu'il manquerait presque un peu de puissance! Idem pour les basses: ces dernières nécessitent un rodage, mais restent tout de même trop ""discrètes"" sauf dans les très petites pièces. Autre point négatif, elle est très directive: il faut vraiment être en face pour entendre toutes les nuances d'un morceau, cependant... Un audiophile averti n'utilisera pas cette enceinte pour écouter du Beethoven :-) Donc place à la musique, à la fête, aux ambiances sympas! L'autonomie / la robustesse / l'étanchéité... Pas de soucis! La batterie est juste énorme! La qualité de son est au rendez-vous pour une si ""petite"" enceinte. Le son est bien + équilibrée que la charge 2 ou que la Flip 4: rien à voir. Je ne pense pas qu'on atteigne l'équilibre et la qualité sonore d'une BOSE, mais en rapport qualité/prix... C'est imbattable!"
650,"Apres plusieurs mois d'utilisation j'ai décidé de laisser mes avis ... Apres avoir eu le petit model, je suis passé à ce model supérieur Je m'en sers aussi pour charger mon Samsung edge LES PLUS Solide et robuste avec un très bon son et encore mieux si on en a deux .. Comme moi une rouge et une bleue Chargeur d'origine adaptable pour le 110V Étanche, peut être, je n'ai pas osé la mettre complètement dans l'eau; par contre aller dans l'eau avec et la tenir avec les mains mouillée pas de souci. Résistante aux chocs après pas mal de chutes du fait de sa forme assez ronde Me recharge mon téléphone de 0 à 100% dans la nuit, mais au petit matin, c'est l'enceinte qui est vide LES MOINS Le câble du chargeur est de mauvaise qualité, celui ci se casse au niveau de la connexion au bout de quelques mois La charge est trop longue à mon avis perso.. Il faut plus de huit heures pour la charger à fond avec un chargeur de téléphone classique COMPARAISON J'ai possédé le model inférieur. la batterie a tenue entre 15 et 18 mois avec des utilisations très fréquentes Je recommande cette enceinte car c'est du solide et le son me convient très bien Peut être un jour, je passerai au model plus gros ..."
651,Un équipement vraiment puissant quasi étanche C'est également office de kit mains-libres pour téléphone Acheté pour la salle de bain plus particulièrement elle et tout à fait adaptée Elle peut être balader mais si vous cherchez une enceinte réellement nomade je vous conseille sa petite sœur JBL Clipper qui est plus petite et plus facilement transportable Néanmoins La JBL Charge peux tout à fait être transportée À noter quelle peut fonctionner par 2 et fournir un son stéréo
652,"Malgré tous les bons commentaires, je me suis laissé tenté. Testé en magasin, cela reste compliqué car on a clairement pas la même acoustique que chez soi. Du coup, au moment de tester l'enceinte, j'ai été très surpris du rendu ... la qualité me faisait pensé à un poste radio ! Pas de basse et ça sert à rien de pousser le son plus fort car cela empire, les basses sont filtrer pour éviter toute saturation. Sinon l'ensemble semble de bonne qualité, finition impeccable, colis propre. Mais bon clairement sur le plan sonore, il ne faut pas être exigent vis à vis de ce type d'enceinte. Du coup j'ai renvoyé le produit."
653,Waou quel son ! Je recommande les yeux fermés les oreilles ouvertes ! Lol! Magnifique produit. Grande belle efficace cette baffe est un bijou. Les commentaires allaient dans ce sens quand j'ai voulu l'acheter et tous étaient vrais ! Merci JBL ! Je la mets dans mon jardin pour écouter les sons de natures genre la mer....on s'y croirait !
